length (normalized)	length	max-depth	avg-depth	sent
0.6000	21	6.0000	2.2857	after leaving public practice , his focus was on defense , especially of white-collar crime and allegations of corporate malfeasance .
0.3143	11	3.0000	1.5455	both title and body of articles are searched by default .
0.2286	8	3.0000	1.3750	the trio settles down for some shut-eye .
0.6857	24	4.0000	2.2083	it appears that they 've added considerable material to the article since december '07 , so i 'm not sure how to proceed .
0.7714	27	7.0000	2.8148	they contain many of the most northerly atolls in the world ; one of them , kure atoll , is the northern-most atoll in the world .
0.2286	8	4.0000	1.8750	i 'm unwilling to forfeit my identity !
0.7429	26	9.0000	3.8846	acrobalance acts require a high degree of care , coordination , proprioceptive awareness , and mutual trust from the performers in order to avoid injury .
0.6857	24	6.0000	2.1667	as rumor has it , a red fox was either run over or found on the side of the road by some soldiers .
0.5714	20	4.0000	2.6500	the most important works are the novel auto-da-fe , the essay crowds and power , and his vast diary .
0.7714	27	4.0000	2.1852	when the 2012 ncaa men 's east regional was held at td garden , a lighter-shaded parquet floor was used , with the same ncaa-specific design .
0.4000	14	4.0000	2.0714	an approach to personality and subjective well-being '' in 1984 and 1986 respectively .
0.3143	11	5.0000	2.0000	it is generally identified with husan , south-west of bethlehem .
0.5714	20	8.0000	2.8000	in 1982 , smith released his debut album and performed extensively in europe supporting such acts as gregory isaacs .
0.5714	20	9.0000	3.8500	both versions of marvel fanfare were anthology , showcase titles featuring a variety of characters from the marvel universe .
0.6571	23	6.0000	3.1304	national hurricane center began monitoring a large area of disturbed weather in association with a tropical wave over the southwestern caribbean sea .
0.6000	21	4.0000	2.2381	derek threatens to kill david with a knife , but jack and max restrain derek as they let david go .
0.5429	19	4.0000	1.8421	these elements are referred to collectively as the `` gifts '' , both before and after the consecration .
0.4000	14	5.0000	2.1429	in the north , it lies in the rain shadow of the himalayas .
0.6000	21	5.0000	2.0476	on 22 september , shad narrowly escaped destruction by maneuvering around two torpedoes , probably fired by an enemy submarine .
0.2000	7	2.0000	1.2857	unfair contract terms act 1977 c .
0.4286	15	4.0000	1.9333	blockheads releases such as 1979 's do it yourself , before leaving the group .
0.7429	26	6.0000	2.5000	at this point , us 209 joins pa 901 and the two routes continue through forested areas with some development , curving to the east .
0.2286	8	2.0000	1.3750	francis de sales was a family friend .
0.5714	20	5.0000	2.2500	european maritime nations at the outbreak of world war i , established comprehensive classifications of absolute and conditional contraband .
0.4857	17	6.0000	2.8824	spanish eddie '' was the lead single from laura branigan 's fourth album , hold me .
0.6286	22	7.0000	3.0909	one of these is the producer of cement cibrasa nassau , a large manufacturing company located in the municipality of capanema .
0.2857	10	5.0000	2.2000	ms 8 - ms 1 in rosedale to u .
0.5714	20	6.0000	2.5000	from its inception , the championship format was a 10-player all-play-all , open to both nationals and overseas players .
0.9143	32	7.0000	3.1250	hallelujah , i 'm a trampdespite these new troubles , jolson was able to make a comeback after performing a concert in new orleans after `` wonderbar '' closed in 1931 .
0.7714	27	6.0000	2.9630	conventional solid support catalysis often suffers from reduced reactivity and selectivity due to the fact that the catalytic active center is embedded in a solid support .
0.2857	10	3.0000	1.8000	it had 2 tracks and 2 offset side platforms .
0.7714	27	7.0000	3.1852	kastelle priory ( ; ) was an augustinian monastery in konghelle in the former norwegian province of båhuslen ( now kungälv in bohuslän , sweden ) .
0.5143	18	6.0000	2.5000	he also served as a major in the war of 1812 , commanding the kentucky mounted spies .
0.2571	9	6.0000	2.5556	twilight tales reading series produced by tina l .
0.4000	14	4.0000	2.0000	dobson 's encyclopædia encountered significant competition from his rival printer , samuel f .
0.6571	23	7.0000	2.9130	considering his 180-degrees-wrong interpretation of comments i made over on commons , ding-dong might be suffering from the same level of obdurateness .
0.4000	14	2.0000	1.3571	before perillos could die , phalaris opened the door and took him away .
0.3143	11	4.0000	2.1818	he ranked fourth in the american league averaging just 1 .
0.6000	21	7.0000	3.4286	she would go on to win local , provincial , national , north american and international medals throughout her career .
0.7429	26	9.0000	3.5769	in order to curb the fake currency menace , rbi has launched a website to raise awareness among masses about fake notes in the market .
0.4000	14	3.0000	1.5000	only if proven legal would the constables then issue a certificate of legality .
0.6571	23	6.0000	2.6957	the theropod database also has a lot of great info , especially regarding known specimens of each genus , references , etc .
0.3429	12	3.0000	1.7500	ndola has a pleasant humid subtropical climate ( köppen cwa ) .
0.4857	17	2.0000	1.4706	fairfax station was originally a railroad station , with proximity to fairfax , the county seat .
0.2857	10	3.0000	1.8000	i found no particular bias so made the edit .
0.6000	21	4.0000	2.3333	the final decision was taken at the uefa executive committee meeting in venice , italy on december 8 , 2011 .
0.6857	24	4.0000	2.2083	the docudrama covered the band 's history between 1977 through 1986 , recounting the trials and triumphs of rick allen and steve clark .
0.4286	15	5.0000	2.4667	exhibitions included a canadian pavilion , art gallery , machinery hall and industrial hall .
0.5143	18	5.0000	2.3333	far ; decisions to move an article from far to farc are made by joelr31 and marksell .
0.4571	16	5.0000	2.1250	she was sold on 28 october that year to rosoff brothers of new york city .
0.3143	11	4.0000	1.7273	he also ran a store and gristmill in the area .
0.3429	12	5.0000	2.2500	she later reveales herself as the queen of the witch world .
0.6000	21	8.0000	3.7143	the nonet recorded twelve tracks for capitol during three sessions over the course of nearly a year and a half .
0.6857	24	7.0000	4.1667	penguin publishing on its book of world history , its choice of rs and or is less strict than that of wikipedia itself .
0.7714	27	9.0000	4.3704	donna mcelroy , vicki hampton , kim fleming , mervyn warren , vince ebo , bob bailey , howard smith , emily harris , robin johnson .
0.6000	21	6.0000	2.8095	he is the first person to record the correct gestation period of elephants , earlier zoologists were unaware of this !
0.4000	14	5.0000	2.2143	wenner lived in rome for twenty-five years before returning to the united states .
0.7143	25	9.0000	3.6000	there has been a great deal of speculation by military historians since the late hellenistic period about the elite units of alexander 's army .
0.8571	30	8.0000	3.7000	following negotiations with the british government , which now controlled what had been german east africa , this new foundation was recognized as the `` swiss benedictine father '' .
0.8000	28	8.0000	3.6071	sætre ( also called vartdal ) is a village along the shore of the vartdalsfjorden in the municipality of ørsta in møre og romsdal county , norway .
0.3714	13	4.0000	1.8462	there 's just not enough information about him to make an article .
0.8286	29	5.0000	2.3448	he demands that the airliner fly to iran , then specifies france when the flight crew tells him that the aircraft lacks the fuel to fly to iran .
0.8857	31	7.0000	3.1935	the absence of this feature on early mp 38s resulted in field expedients such as leather harnesses with a small loop , used to hold the bolt in forward position .
0.8000	28	4.0000	1.9643	the dodgers tried robinson in the outfield and as a third baseman , both because of his diminishing abilities and because gilliam was established at second base .
0.7429	26	7.0000	3.3462	pc is something that you personally would really like to see in use here on wikipedia ( the protestations of neutrality ring somewhat hollow ) .
0.8571	30	5.0000	2.4000	it is unfair to speculate to the community about my frame of mind , and particularly so because my previous posts on the subject should have been sufficiently clear .
0.2286	8	3.0000	1.5000	he was born at bidford-on-avon , warwickshire .
0.6857	24	10.0000	5.0000	fishersburg is located at , just west of the larger town of lapel at the intersection of indiana state roads 32 and 13 .
0.3143	11	4.0000	1.8182	ovals with criss-crossed lines may represent land or the earth .
0.4571	16	7.0000	3.0625	the name of the castle comes from the name of the daughter of tynek starża .
0.5143	18	7.0000	3.1667	this is a list of the national register of historic places listings in cochise county , arizona .
0.3143	11	3.0000	1.4545	muppet characters statler and waldorf which ran biweekly on movies .
0.3429	12	4.0000	1.7500	the composition of the building really puts me off this one .
0.7714	27	6.0000	2.9259	the earlier classification of cities was changed from a-1 to x , a , b-1 and b-2 to y and c and unclassified cities to z .
0.7143	25	6.0000	2.6000	beside all the celebrities that have been mentioned , the award ceremony was also attended by hungarian dignitaries , including the mayor of budapest .
0.4286	15	4.0000	1.7333	thousands of years later this would be developed into practical application by hari seldon .
0.1429	5	2.0000	1.0000	dudley webb charles w .
0.2000	7	3.0000	1.4286	sarah confronts jonathan about their relationship .
0.5143	18	4.0000	1.8333	during this time period , he visited europe for a short while and toured through several battlefields .
0.7143	25	7.0000	3.1200	the interior follows a central-hall plan , with a living room to the west of the hall and a dining room to the east .
0.8286	29	5.0000	2.4138	from that day on , the artist who has been making his living with music , played on more than 60 albums with several different singers and artists .
0.6286	22	6.0000	2.3636	in order to keep pace with fast developments , china southern airlines entered the capital market to optimise its financial structure .
